,SNID,filename,Date,Telescope,Instrument,Filter,CD1_1,CD1_2,CD2_1,CD2_2,filenameshort,File_key,Galaxy_Key,RA_Galaxy,Dec_Galaxy,Position_Angle,Major_Axis,Minor_Axis,Mag,Mag_Error,Flux,Flux_Error,CXX,CXY,CYY
198,2005M,pantheon_data_folder/2005M/mastDownload/HLA/HST_10182_e4_NIC_NIC3_F160W/HST_10182_e4_NIC_NIC3_F160W_drz.fits,2009-12-02T14:38:13,HST,NICMOS,F160W,-2.777777777777778e-05,0.0,0.0,2.777777777777778e-05,HST_10182_e4_NIC_NIC3_F160W_drz.fits,,,,,,,,,,,,,,
199,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze3030/n90ze3030_mos.fits,2009-09-26T10:17:49,HST,NICMOS,F160W,-5.58877e-05,-7.74174e-06,-7.76187e-06,5.57427e-05,n90ze3030_mos.fits,,,,,,,,,,,,,,
200,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze4020/n90ze4020_mos.fits,2009-09-26T11:18:20,HST,NICMOS,F110W,-5.14292e-05,-2.31502e-05,-2.32104e-05,5.12958e-05,n90ze4020_mos.fits,,,,,,,,,,,,,,
201,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze1020/n90ze1020_mos.fits,2010-11-23T23:40:40,HST,NICMOS,F110W,-5.10123e-05,2.40504e-05,2.4113e-05,5.08799e-05,n90ze1020_mos.fits,,,,,,,,,,,,,,
202,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze2030/n90ze2030_mos.fits,2009-09-26T09:33:57,HST,NICMOS,F160W,-5.49252e-05,1.28856e-05,1.29191e-05,5.47827e-05,n90ze2030_mos.fits,,,,,,,,,,,,,,
203,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze5020/n90ze5020_mos.fits,2009-09-26T11:24:06,HST,NICMOS,F110W,-2.86459e-05,-4.84856e-05,-4.86117e-05,2.85716e-05,n90ze5020_mos.fits,,,,,,,,,,,,,,
204,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze2020/n90ze2020_mos.fits,2009-09-26T09:32:15,HST,NICMOS,F110W,-5.49252e-05,1.28856e-05,1.29191e-05,5.47827e-05,n90ze2020_mos.fits,,,,,,,,,,,,,,
205,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze5030/n90ze5030_mos.fits,2009-09-26T11:25:48,HST,NICMOS,F160W,-2.86459e-05,-4.84856e-05,-4.86117e-05,2.85716e-05,n90ze5030_mos.fits,,,,,,,,,,,,,,
206,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze1030/n90ze1030_mos.fits,2010-11-23T23:42:23,HST,NICMOS,F160W,-5.10123e-05,2.40504e-05,2.4113e-05,5.08799e-05,n90ze1030_mos.fits,,,,,,,,,,,,,,
207,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze3020/n90ze3020_mos.fits,2009-09-26T10:16:05,HST,NICMOS,F110W,-5.58877e-05,-7.74174e-06,-7.76187e-06,5.57427e-05,n90ze3020_mos.fits,,,,,,,,,,,,,,
208,2005M,pantheon_data_folder/2005M/mastDownload/HST/n90ze4030/n90ze4030_mos.fits,2009-09-26T11:20:23,HST,NICMOS,F160W,-5.14292e-05,-2.31502e-05,-2.32104e-05,5.12958e-05,n90ze4030_mos.fits,,,,,,,,,,,,,,
209,2005ke,pantheon_data_folder/2005ke/mastDownload/HST/hst_skycell-p0726x07y16_wfc3_ir_f160w_coarse-all/hst_skycell-p0726x07y16_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-19,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05,hst_skycell-p0726x07y16_wfc3_ir_f160w_coarse-all_drz.fits,,,,,,,,,,,,,,
210,2005ke,pantheon_data_folder/2005ke/mastDownload/HST/hst_skycell-p0726x07y15_wfc3_ir_f160w_all/hst_skycell-p0726x07y15_wfc3_ir_f160w_all_drz.fits,2024-11-13,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05,hst_skycell-p0726x07y15_wfc3_ir_f160w_all_drz.fits,,,,,,,,,,,,,,
211,2005ke,pantheon_data_folder/2005ke/mastDownload/HST/idkv07030/idkv07030_drz.fits,2025-04-07,HST,WFC3,F160W,-3.2863567127873e-05,-1.3752332066095e-05,-1.3752332066095e-05,3.28635671278735e-05,idkv07030_drz.fits,,,,,,,,,,,,,,
212,2005ke,pantheon_data_folder/2005ke/mastDownload/HST/hst_skycell-p0726x07y16_wfc3_ir_f160w_all/hst_skycell-p0726x07y16_wfc3_ir_f160w_all_drz.fits,2024-11-19,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05,hst_skycell-p0726x07y16_wfc3_ir_f160w_all_drz.fits,,,,,,,,,,,,,,
213,2005ke,pantheon_data_folder/2005ke/mastDownload/HST/hst_15133_07_wfc3_ir_f160w_idkv07/hst_15133_07_wfc3_ir_f160w_idkv07_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-5.7025739012608e-22,1.00661541365897e-22,3.56250007947285e-05,hst_15133_07_wfc3_ir_f160w_idkv07_drz.fits,,,,,,,,,,,,,,
214,2005ke,pantheon_data_folder/2005ke/mastDownload/HST/hst_skycell-p0726x07y15_wfc3_ir_f160w_coarse-all/hst_skycell-p0726x07y15_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-13,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05,hst_skycell-p0726x07y15_wfc3_ir_f160w_coarse-all_drz.fits,,,,,,,,,,,,,,
215,2005ke,pantheon_data_folder/2005ke/mastDownload/HST/hst_15133_07_wfc3_ir_total_idkv07/hst_15133_07_wfc3_ir_total_idkv07_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-5.7025739012608e-22,1.00661541365897e-22,3.56250007947285e-05,hst_15133_07_wfc3_ir_total_idkv07_drz.fits,,,,,,,,,,,,,,
216,2002fb,pantheon_data_folder/2002fb/mastDownload/HST/hst_17436_12_wfc3_ir_f110w_if7q12/hst_17436_12_wfc3_ir_f110w_if7q12_drz.fits,2024-11-09,HST,WFC3,F110W,-3.5625000794728e-05,6.9476656822866e-22,-5.8194211604571e-22,3.56250007947286e-05,hst_17436_12_wfc3_ir_f110w_if7q12_drz.fits,,,,,,,,,,,,,,
217,2002fb,pantheon_data_folder/2002fb/mastDownload/HST/hst_17436_12_wfc3_ir_total_if7q12/hst_17436_12_wfc3_ir_total_if7q12_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,6.9476656822866e-22,-5.8194211604571e-22,3.56250007947286e-05,hst_17436_12_wfc3_ir_total_if7q12_drz.fits,,,,,,,,,,,,,,
218,2002fb,pantheon_data_folder/2002fb/mastDownload/HST/if7q12010/if7q12010_drz.fits,2025-04-04,HST,WFC3,F110W,1.95061813533399e-05,2.98102249909425e-05,2.98102249909425e-05,-1.9506181353339e-05,if7q12010_drz.fits,,,,,,,,,,,,,,
219,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_11329_01_NIC_NIC2_F160W/HST_11329_01_NIC_NIC2_F160W_drz.fits,2009-12-03T04:19:51,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_11329_01_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
220,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_11329_05_NIC_NIC2_F160W/HST_11329_05_NIC_NIC2_F160W_drz.fits,2009-12-03T07:53:24,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_11329_05_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
221,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_11329_02_NIC_NIC2_F160W/HST_11329_02_NIC_NIC2_F160W_drz.fits,2009-12-03T07:51:51,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_11329_02_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
222,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_11329_03_NIC_NIC2_F160W/HST_11329_03_NIC_NIC2_F160W_drz.fits,2009-12-03T04:20:39,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_11329_03_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
223,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_11329_04_NIC_NIC2_F160W/HST_11329_04_NIC_NIC2_F160W_drz.fits,2013-01-10T03:39:59,HST,NICMOS,F160W,-1.3888888888888e-05,0.0,0.0,1.38888888888888e-05,HST_11329_04_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
224,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_10802_56_NIC_NIC2_F160W/HST_10802_56_NIC_NIC2_F160W_drz.fits,2009-12-02T20:52:18,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_10802_56_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
225,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_10802_f4_NIC_NIC2_F160W/HST_10802_f4_NIC_NIC2_F160W_drz.fits,2009-12-02T21:01:54,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_10802_f4_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
226,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_10802_f5_NIC_NIC2_F160W/HST_10802_f5_NIC_NIC2_F160W_drz.fits,2009-12-02T21:02:06,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_10802_f5_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
227,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_10802_58_NIC_NIC2_F160W/HST_10802_58_NIC_NIC2_F160W_drz.fits,2009-12-02T20:53:25,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_10802_58_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
228,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/hst_11570_20_wfc3_ir_f160w/hst_11570_20_wfc3_ir_f160w_drz.fits,2017-08-21,HST,WFC3,F160W,-2.4999999999999e-05,0.0,0.0,2.49999999999999e-05,hst_11570_20_wfc3_ir_f160w_drz.fits,,,,,,,,,,,,,,
229,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_10802_57_NIC_NIC2_F160W/HST_10802_57_NIC_NIC2_F160W_drz.fits,2009-12-02T20:52:47,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_10802_57_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
230,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_10802_55_NIC_NIC2_F160W/HST_10802_55_NIC_NIC2_F160W_drz.fits,2009-12-02T20:21:51,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_10802_55_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
231,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_10802_f7_NIC_NIC2_F160W/HST_10802_f7_NIC_NIC2_F160W_drz.fits,2009-12-02T21:03:18,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_10802_f7_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
232,2002fk,pantheon_data_folder/2002fk/mastDownload/HLA/HST_10802_f6_NIC_NIC2_F160W/HST_10802_f6_NIC_NIC2_F160W_drz.fits,2009-12-02T21:02:21,HST,NICMOS,F160W,-1.388888888888889e-05,0.0,0.0,1.388888888888889e-05,HST_10802_f6_NIC_NIC2_F160W_drz.fits,,,,,,,,,,,,,,
233,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_16234_70_wfc3_ir_f160w_ieel70/hst_16234_70_wfc3_ir_f160w_ieel70_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-7.4879089720835e-22,-7.1713535520259e-22,3.56250007947285e-05,hst_16234_70_wfc3_ir_f160w_ieel70_drz.fits,,,,,,,,,,,,,,
234,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/na4m03010/na4m03010_mos.fits,2009-08-16T12:37:11,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05,na4m03010_mos.fits,,,,,,,,,,,,,,
235,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/idgg31020/idgg31020_drz.fits,2025-04-07,HST,WFC3,F160W,3.11591675773636e-05,1.72698279525356e-05,1.72698279525356e-05,-3.1159167577363e-05,idgg31020_drz.fits,,,,,,,,,,,,,,
236,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/idgg3b020/idgg3b020_drz.fits,2025-04-11,HST,WFC3,F160W,-3.1821232491063e-05,1.60171734202421e-05,1.60171734202421e-05,3.18212324910632e-05,idgg3b020_drz.fits,,,,,,,,,,,,,,
237,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/idgg35020/idgg35020_drz.fits,2025-03-31,HST,WFC3,F160W,3.11591675782391e-05,1.72698279509561e-05,1.72698279509561e-05,-3.1159167578239e-05,idgg35020_drz.fits,,,,,,,,,,,,,,
238,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_3b_wfc3_ir_f160w_idgg3b/hst_15145_3b_wfc3_ir_f160w_idgg3b_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-1.3847131805542001e-21,-2.2384648175298e-21,3.56250007947285e-05,hst_15145_3b_wfc3_ir_f160w_idgg3b_drz.fits,,,,,,,,,,,,,,
239,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/n9r758010/n9r758010_mos.fits,2010-11-26T01:28:19,HST,NICMOS,F160W,-1.31128e-05,1.63974e-05,1.65264e-05,1.30104e-05,n9r758010_mos.fits,,,,,,,,,,,,,,
240,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_3b_wfc3_ir_total_idgg3b/hst_15145_3b_wfc3_ir_total_idgg3b_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-1.3847131805542001e-21,-2.2384648175298e-21,3.56250007947285e-05,hst_15145_3b_wfc3_ir_total_idgg3b_drz.fits,,,,,,,,,,,,,,
241,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_skycell-p2583x18y09_wfc3_ir_f160w_coarse-all/hst_skycell-p2583x18y09_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-22,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05,hst_skycell-p2583x18y09_wfc3_ir_f160w_coarse-all_drz.fits,,,,,,,,,,,,,,
242,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_16234_70_wfc3_ir_total_ieel70/hst_16234_70_wfc3_ir_total_ieel70_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,2.80813853527612e-22,-3.4955250813468e-22,3.56250007947286e-05,hst_16234_70_wfc3_ir_total_ieel70_drz.fits,,,,,,,,,,,,,,
243,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/ib1f20030/ib1f20030_drz.fits,2025-03-31,HST,WFC3,F160W,1.5055824252222e-05,3.22871930912337e-05,3.22871930912337e-05,-1.5055824252222e-05,ib1f20030_drz.fits,,,,,,,,,,,,,,
244,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/na4m02010/na4m02010_mos.fits,2009-08-16T12:35:18,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05,na4m02010_mos.fits,,,,,,,,,,,,,,
245,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_skycell-p2583x18y09_wfc3_ir_f160w_all/hst_skycell-p2583x18y09_wfc3_ir_f160w_all_drz.fits,2024-11-22,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05,hst_skycell-p2583x18y09_wfc3_ir_f160w_all_drz.fits,,,,,,,,,,,,,,
246,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15889_02_wfc3_ir_total_ie5402/hst_15889_02_wfc3_ir_total_ie5402_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-2.8594519550611e-23,-5.1980384695758e-23,3.56250007947285e-05,hst_15889_02_wfc3_ir_total_ie5402_drz.fits,,,,,,,,,,,,,,
247,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_skycell-p0978x05y05_wfc3_ir_f160w_all/hst_skycell-p0978x05y05_wfc3_ir_f160w_all_drz.fits,2024-11-21,HST,WFC3,F160W,-1.1111111111111e-05,0.0,0.0,1.11111111111111e-05,hst_skycell-p0978x05y05_wfc3_ir_f160w_all_drz.fits,,,,,,,,,,,,,,
248,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/n9r7f6010/n9r7f6010_mos.fits,2009-08-16T12:14:24,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05,n9r7f6010_mos.fits,,,,,,,,,,,,,,
249,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/n9r757010/n9r757010_mos.fits,2009-08-14T17:06:35,HST,NICMOS,F160W,-1.31128e-05,1.63974e-05,1.65264e-05,1.30104e-05,n9r757010_mos.fits,,,,,,,,,,,,,,
250,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/ib1f20040/ib1f20040_drz.fits,2025-04-03,HST,WFC3,F160W,1.50557211281307e-05,3.22872411787747e-05,3.22872411787747e-05,-1.505572112813e-05,ib1f20040_drz.fits,,,,,,,,,,,,,,
251,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_31_wfc3_ir_total_idgg31/hst_15145_31_wfc3_ir_total_idgg31_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.50768724752035e-21,1.77414533997759e-21,3.56250007947285e-05,hst_15145_31_wfc3_ir_total_idgg31_drz.fits,,,,,,,,,,,,,,
252,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_33_wfc3_ir_f160w_idgg33/hst_15145_33_wfc3_ir_f160w_idgg33_drz.fits,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,-1.3626919584088e-21,-9.430279044874201e-22,3.56250007947285e-05,hst_15145_33_wfc3_ir_f160w_idgg33_drz.fits,,,,,,,,,,,,,,
253,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_33_wfc3_ir_total_idgg33/hst_15145_33_wfc3_ir_total_idgg33_drz.fits,2024-11-08,HST,WFC3,detection,-3.5625000794728e-05,-1.3626919584088e-21,-9.430279044874201e-22,3.56250007947285e-05,hst_15145_33_wfc3_ir_total_idgg33_drz.fits,,,,,,,,,,,,,,
254,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_31_wfc3_ir_f160w_idgg31/hst_15145_31_wfc3_ir_f160w_idgg31_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,1.50768724752035e-21,1.77414533997759e-21,3.56250007947285e-05,hst_15145_31_wfc3_ir_f160w_idgg31_drz.fits,,,,,,,,,,,,,,
255,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15889_02_wfc3_ir_f160w_ie5402/hst_15889_02_wfc3_ir_f160w_ie5402_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.913619870647e-23,-2.9449961029268e-23,3.56250007947285e-05,hst_15889_02_wfc3_ir_f160w_ie5402_drz.fits,,,,,,,,,,,,,,
256,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/n9r756010/n9r756010_mos.fits,2009-08-14T16:00:53,HST,NICMOS,F160W,-1.31128e-05,1.63974e-05,1.65264e-05,1.30104e-05,n9r756010_mos.fits,,,,,,,,,,,,,,
257,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/n9r7f7010/n9r7f7010_mos.fits,2009-08-16T12:15:47,HST,NICMOS,F160W,-1.81644e-05,1.06458e-05,1.07295e-05,1.80226e-05,n9r7f7010_mos.fits,,,,,,,,,,,,,,
258,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_35_wfc3_ir_total_idgg35/hst_15145_35_wfc3_ir_total_idgg35_drz.fits,2024-11-08,HST,WFC3,detection,-3.5625000794728e-05,-1.0650219856907e-21,-2.3213639312443003e-21,3.56250007947285e-05,hst_15145_35_wfc3_ir_total_idgg35_drz.fits,,,,,,,,,,,,,,
259,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_16234_69_wfc3_ir_f160w_ieel69/hst_16234_69_wfc3_ir_f160w_ieel69_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-7.4879089720835e-22,-7.1713535520259e-22,3.56250007947285e-05,hst_16234_69_wfc3_ir_f160w_ieel69_drz.fits,,,,,,,,,,,,,,
260,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_37_wfc3_ir_f160w_idgg37/hst_15145_37_wfc3_ir_f160w_idgg37_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-4.998911756831901e-22,4.48130142837771e-22,3.56250007947285e-05,hst_15145_37_wfc3_ir_f160w_idgg37_drz.fits,,,,,,,,,,,,,,
261,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_11570_20_wfc3_ir_total_ib1f20/hst_11570_20_wfc3_ir_total_ib1f20_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-2.0925396355208e-21,-1.0541844606317e-21,3.56250007947285e-05,hst_11570_20_wfc3_ir_total_ib1f20_drz.fits,,,,,,,,,,,,,,
262,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/n9r755010/n9r755010_mos.fits,2009-08-15T09:27:33,HST,NICMOS,F160W,-1.31128e-05,1.63974e-05,1.65264e-05,1.30104e-05,n9r755010_mos.fits,,,,,,,,,,,,,,
263,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/n9r7f4010/n9r7f4010_mos.fits,2009-08-16T09:11:06,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05,n9r7f4010_mos.fits,,,,,,,,,,,,,,
264,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/idgg39020/idgg39020_drz.fits,2025-04-07,HST,WFC3,F160W,-3.1821232491577e-05,1.60171734192205e-05,1.60171734192205e-05,3.18212324915775e-05,idgg39020_drz.fits,,,,,,,,,,,,,,
265,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_skycell-p0978x05y05_wfc3_ir_f160w_coarse-all/hst_skycell-p0978x05y05_wfc3_ir_f160w_coarse-all_drz.fits,2024-11-21,HST,WFC3,F160W,-3.3333333333333e-05,0.0,0.0,3.33333333333333e-05,hst_skycell-p0978x05y05_wfc3_ir_f160w_coarse-all_drz.fits,,,,,,,,,,,,,,
266,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_11570_20_wfc3_ir_f160w_ib1f20/hst_11570_20_wfc3_ir_f160w_ib1f20_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-2.0925396355208e-21,-1.0541844606317e-21,3.56250007947285e-05,hst_11570_20_wfc3_ir_f160w_ib1f20_drz.fits,,,,,,,,,,,,,,
267,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/n9r7f5010/n9r7f5010_mos.fits,2009-08-16T10:21:24,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05,n9r7f5010_mos.fits,,,,,,,,,,,,,,
268,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_16234_69_wfc3_ir_total_ieel69/hst_16234_69_wfc3_ir_total_ieel69_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,1.30990942291249e-22,1.3270626587025302e-23,3.56250007947286e-05,hst_16234_69_wfc3_ir_total_ieel69_drz.fits,,,,,,,,,,,,,,
269,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_37_wfc3_ir_total_idgg37/hst_15145_37_wfc3_ir_total_idgg37_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-4.998911756831901e-22,4.48130142837771e-22,3.56250007947285e-05,hst_15145_37_wfc3_ir_total_idgg37_drz.fits,,,,,,,,,,,,,,
270,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_35_wfc3_ir_f160w_idgg35/hst_15145_35_wfc3_ir_f160w_idgg35_drz.fits,2024-11-08,HST,WFC3,F160W,-3.5625000794728e-05,-1.0650219856907e-21,-2.3213639312443003e-21,3.56250007947285e-05,hst_15145_35_wfc3_ir_f160w_idgg35_drz.fits,,,,,,,,,,,,,,
271,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_39_wfc3_ir_f160w_idgg39/hst_15145_39_wfc3_ir_f160w_idgg39_drz.fits,2024-11-09,HST,WFC3,F160W,-3.5625000794728e-05,-3.8217980134800003e-22,4.6761653443465903e-23,3.56250007947285e-05,hst_15145_39_wfc3_ir_f160w_idgg39_drz.fits,,,,,,,,,,,,,,
272,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/ib1f20020/ib1f20020_drz.fits,2025-04-11,HST,WFC3,F160W,1.50558157994287e-05,3.228719703285e-05,3.228719703285e-05,-1.5055815799428e-05,ib1f20020_drz.fits,,,,,,,,,,,,,,
273,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/idgg37020/idgg37020_drz.fits,2025-04-03,HST,WFC3,F160W,-3.1821232492681e-05,1.60171734170277e-05,1.60171734170277e-05,3.18212324926812e-05,idgg37020_drz.fits,,,,,,,,,,,,,,
274,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/na4m05010/na4m05010_mos.fits,2009-08-16T12:40:28,HST,NICMOS,F160W,-1.81644e-05,1.06458e-05,1.07295e-05,1.80226e-05,na4m05010_mos.fits,,,,,,,,,,,,,,
275,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/ib1f20010/ib1f20010_drz.fits,2025-04-07,HST,WFC3,F160W,1.50557769165911e-05,3.22872151642449e-05,3.22872151642449e-05,-1.5055776916591e-05,ib1f20010_drz.fits,,,,,,,,,,,,,,
276,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/na4m01010/na4m01010_mos.fits,2009-08-16T11:22:14,HST,NICMOS,F160W,-1.83489e-05,1.03296e-05,1.04109e-05,1.82056e-05,na4m01010_mos.fits,,,,,,,,,,,,,,
277,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/idgg33020/idgg33020_drz.fits,2025-04-11,HST,WFC3,F160W,3.11591675782652e-05,1.7269827950909e-05,1.7269827950909e-05,-3.1159167578265e-05,idgg33020_drz.fits,,,,,,,,,,,,,,
278,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/hst_15145_39_wfc3_ir_total_idgg39/hst_15145_39_wfc3_ir_total_idgg39_drz.fits,2024-11-09,HST,WFC3,detection,-3.5625000794728e-05,-3.8217980134800003e-22,4.6761653443465903e-23,3.56250007947285e-05,hst_15145_39_wfc3_ir_total_idgg39_drz.fits,,,,,,,,,,,,,,
279,2002fk,pantheon_data_folder/2002fk/mastDownload/HST/na4m04010/na4m04010_mos.fits,2010-11-15T17:25:31,HST,NICMOS,F160W,-1.81644e-05,1.06458e-05,1.07295e-05,1.80226e-05,na4m04010_mos.fits,,,,,,,,,,,,,,
